epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,1636.13,1.43909,1.23629,1.59347,0.80379,0.61162,0.7184,0.40693,1.59994,1.34537,1.85544,0.0002179,0.0002179,0.0002179
81,1656.65,1.45248,1.23744,1.61282,0.70122,0.71996,0.74625,0.4286,1.57526,1.37659,1.83614,0.000208,0.000208,0.000208
82,1677.39,1.45953,1.2441,1.59478,0.78572,0.68141,0.75658,0.43507,1.52387,1.31218,1.77386,0.0001981,0.0001981,0.0001981
83,1698.83,1.45624,1.22853,1.59378,0.70986,0.67611,0.71246,0.40641,1.5416,1.38839,1.76336,0.0001882,0.0001882,0.0001882
84,1719.01,1.41057,1.20641,1.57747,0.79762,0.6833,0.75103,0.43313,1.48442,1.30474,1.74457,0.0001783,0.0001783,0.0001783
85,1739.8,1.44894,1.23497,1.60529,0.71347,0.69231,0.75553,0.42577,1.48688,1.29377,1.72981,0.0001684,0.0001684,0.0001684
86,1760.33,1.42902,1.22823,1.59661,0.79666,0.67988,0.76791,0.43466,1.49647,1.30511,1.77363,0.0001585,0.0001585,0.0001585
87,1779.41,1.4409,1.21724,1.59843,0.70409,0.71468,0.78773,0.45712,1.45888,1.25128,1.75728,0.0001486,0.0001486,0.0001486
88,1801.28,1.4267,1.19759,1.57813,0.79923,0.65722,0.75896,0.43526,1.44563,1.24203,1.72777,0.0001387,0.0001387,0.0001387
89,1825.09,1.42312,1.2108,1.57874,0.73707,0.67661,0.76325,0.42584,1.47911,1.28248,1.72655,0.0001288,0.0001288,0.0001288
90,1847.5,1.41271,1.20874,1.56731,0.79376,0.6425,0.75966,0.42829,1.52038,1.27895,1.77922,0.0001189,0.0001189,0.0001189
91,1866.95,1.41994,1.23134,1.67745,0.77299,0.67024,0.72772,0.42499,1.51138,1.31088,1.78345,0.000109,0.000109,0.000109
92,1887.3,1.39232,1.19526,1.66395,0.77409,0.6523,0.71463,0.42827,1.47941,1.29127,1.76281,9.91e-05,9.91e-05,9.91e-05
93,1913.36,1.39038,1.20414,1.66592,0.72507,0.6523,0.70558,0.41138,1.50944,1.30688,1.78062,8.92e-05,8.92e-05,8.92e-05
94,1936.35,1.37876,1.19001,1.65867,0.76408,0.68168,0.73065,0.4286,1.51374,1.29005,1.77841,7.93e-05,7.93e-05,7.93e-05
95,1958.51,1.37685,1.18916,1.65633,0.81835,0.68205,0.7177,0.42525,1.53521,1.32012,1.77876,6.94e-05,6.94e-05,6.94e-05
96,1979.45,1.36527,1.16946,1.64486,0.81159,0.68113,0.74622,0.42985,1.49355,1.28502,1.76518,5.95e-05,5.95e-05,5.95e-05
97,2001.13,1.36105,1.15749,1.64564,0.7937,0.66215,0.72514,0.42073,1.501,1.2778,1.75803,4.96e-05,4.96e-05,4.96e-05
98,2022.44,1.36221,1.15268,1.64268,0.78955,0.67611,0.72623,0.4356,1.49526,1.28851,1.75891,3.97e-05,3.97e-05,3.97e-05
99,2043.54,1.35308,1.15362,1.63304,0.81217,0.65276,0.72857,0.42657,1.50538,1.26967,1.75529,2.98e-05,2.98e-05,2.98e-05
100,2064.86,1.33731,1.15668,1.62503,0.80839,0.65528,0.7337,0.4293,1.49479,1.27757,1.76898,1.99e-05,1.99e-05,1.99e-05
